web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549822835-1137","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SHUBHAM AA","Two Stars","29 January 2018","Didn't enjoy....
Not a good one...","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822696-1061","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Joseph","Helps u stay focused","27 January 2017","Good book on staying focused, this helps.with some radical ideas on staying focused and about dropping ur time spent on social med","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549822647-1028","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Deepak Gairola","excellent book","19 January 2019","this book have the very useful knowledge to grasp and i recommend  to all of you  who see this review to read this .This will going to change your life completely","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822838-1147","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Lakkhi","Worth for money","28 September 2018","Still reading ,seems like nice book till now","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549822787-1128","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vishal","Bad quality pages Raddi","28 January 2019","Very bad quality of pages.... I think price 50 rupees worth for this book.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822927-1243","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","A pragmatic approach to Deep Work","21 December 2017","I loved this book for it's simplicity and the author has made all efforts to reach out all kind of audiences to understand better. Real-time examples convinces us how true and legit is deep work and the impact is definitely going to reap success.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822785-1116","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Hinata Uzumaki","I'm happy","20 September 2018","It's fantastic to grow and develop","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1549822647-1031","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","marvelous book to read and apply the techniques","24 May 2018","great book to learn new techinque to go deep in every work.

this book is a huge impact on me because it provides you a path to go deep and achieve more by learning how to go deep or how to work without get distracted.
read once in a lifetime.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822997-1277","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","VP","Highly recommended","19 January 2018","Great read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822858-1180","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nishant Tyagi","quit social media , work with full focus and embrace success","20 December 2016","The book is divided into two parts
first part talks why deep work is valuable
how it would change your life .
why only knowledge workers would be needed in future
Second part gives the rules
work deeply
embrace boredom
quit social media
drain the shallows
pros I liked that he supported the idea with hundreds of examples and how to tackle so many situations in your job .
After reading the book , i have also become protagonist of deep work
author provides us with strategies for deep work , compelling reasons to quit social media , productive meditation , scheduling breaking

Cons
I could nt find any but first part could be cut short in which he explains the necessity of deep work","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822738-1081","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Purushottam","Best for the motivation for the distracted minds","21 January 2019","The book is very good the people who are still distracted from the world'  controversy. The book is most motivating book I have ever read.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549822787-1130","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","How to work?","15 February 2016","This book is divided into two parts. The first part makes a case for why deep work is necessary in today's context. Cal handles different objections to the deep work hypothesis and to whom it is not applicable. I felt this section could be crisper/shorter.

The second part provides you with a plan and habits that you need to cultivate to do deep work. Cal shares his methods and routines that he follows to do deep work. Most of the compelling content can be found in this part of the book.

If you have not read Cal's other book ""So good they cannot ignore you"", you must read that book first.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822730-1063","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anwar Hz","Must Read","14 February 2018","Deep Work - A must learned skill for anyone with aspirations.
Must read . Wonderful work by Cal Newport","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549822848-1153","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","PRAVAT BISWAS","Value for money,","24 November 2018","Great book with good page quality.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1549822767-1099","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pankaj ji","Nice book","7 April 2018","It's really necessary to you","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1549822626-998","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Siddhant Mohapatra","Game changer","20 September 2018","This book might just be the game changer as far as my life is concerned.! While reading i documented, in an excel sheet, the various hacks and strategies recommended here.! Every time i go through the excel sheet, i find something more insightful ! I have consciously started executing the strategies and results are already visible!
Highly recommended!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549822838-1151","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jitendra kumar","Life book definately","26 January 2019","I wish i would know these secrets 10 years ago","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549822636-1008","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ramanan","WE ARE ALL DISTRACTED BY FRIVOLOUS THINGS IN LIFE AND ...","22 January 2018","WE ARE ALL DISTRACTED BY FRIVOLOUS THINGS IN LIFE AND END UP GETTING FRUSTRATED.IT WILL FULFILL YOUR SOUL IF YOU FOLLOW THIS BOOK.READ THIS IN 3 DAYS AFTER THAT ON A BOOK SPREE.EVERY STUDENT MUST HAVE THIS.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822989-1270","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Amazing Book.","29 January 2017","Must read. A thought provoking book. One of the best I have read recently , the book you must be reading now.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1549822899-1217","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Five Stars","18 May 2016","Great book, must read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822858-1178","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","A must read for everyone","3 July 2017","Great book. Exposes you to a vast sea of mind widening knowledge and ideas , presented impressively.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822738-1076","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ayush hazarika","Great book","5 January 2019","This book teaches us the value of deep work in our life and how to activate the power of it","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
